Week Ending,Show,Theatre,Weekly Gross,Seats Sold,Performances
2002-10-13,Hairspray,Neil Simon Theatre,961320.0,11560,8
2002-10-13,Hollywood Arms,Cort Theatre,188619.0,5006,8
2002-10-13,Into the Woods,Broadhurst Theatre,388973.0,6439,8
2002-10-13,Les Miserables,Imperial Theatre,366857.0,7670,8
2002-10-13,Mamma Mia!,Broadhurst Theatre,1015075.0,11984,8
2002-10-13,Metamorphoses,Circle in the Square Theatre,202003.0,3928,8
2002-10-13,Movin' Out,Richard Rodgers Theatre,584811.0,9248,8
2002-10-13,Proof,Walter Kerr Theatre,237725.0,4986,8
2002-10-13,Prune Danish,Royale Theatre,255570.0,4300,7
2002-10-13,Rent,Nederlander Theatre,419637.0,7868,8
2002-10-13,"Say Goodnight, Gracie",Helen Hayes Theatre,142131.0,3282,7
2002-10-13,The Boys from Syracuse,American Airlines Theatre,244772.0,5238,8
2002-10-13,"The Goat, or Who Is Sylvia?",John Golden Theatre,252871.0,5280,8
2002-10-13,The Graduate,Plymouth Theatre,338331.0,6294,8
2002-10-13,The Lion King,Minskoff Theatre,1091624.0,14527,8
2002-10-13,The Phantom of the Opera,Majestic Theatre,560807.0,10105,8
2002-10-13,The Producers,St. James Theatre,1130540.0,13337,8
2002-10-13,Thoroughly Modern Millie,Marquis Theatre,833989.0,11896,8
2002-10-13,Urinetown The Musical,Henry Miller's Theatre,320367.0,4541,8
2002-10-20,42nd Street,Ford Center for the Performing Arts,730969.0,10859,8
2002-10-20,Aida,Palace Theatre,697012.0,12154,8
2002-10-20,Amour,Music Box Theatre,254147.0,5599,8
2002-10-20,Beauty and the Beast,Lunt-Fontanne Theatre,600436.0,11152,8
2002-10-20,Cabaret,Studio 54,401269.0,6578,8
2002-10-20,Chicago,Ambassador Theatre,454849.0,8385,8
2002-10-20,Dance of the Vampires,Minskoff Theatre,508133.0,8099,5
2002-10-20,Flower Drum Song,Virginia Theatre,509060.0,7540,8
2002-10-20,Frankie and Johnny in the Clair de Lune,Belasco Theatre,479940.0,7279,8
2002-10-20,Hairspray,Neil Simon Theatre,965295.0,11560,8
2002-10-20,Hollywood Arms,Cort Theatre,173867.0,4466,8
2002-10-20,Into the Woods,Broadhurst Theatre,396001.0,7166,8
2002-10-20,Les Miserables,Imperial Theatre,405170.0,8617,8
2002-10-20,Mamma Mia!,Broadhurst Theatre,1024863.0,12080,8
2002-10-20,Metamorphoses,Circle in the Square Theatre,178807.0,3934,8
2002-10-20,Movin' Out,Richard Rodgers Theatre,631809.0,9665,8
2002-10-20,Proof,Walter Kerr Theatre,215365.0,4336,8
2002-10-20,Prune Danish,Royale Theatre,228161.0,3870,7
2002-10-20,Rent,Nederlander Theatre,443126.0,8494,8
2002-10-20,"Say Goodnight, Gracie",Helen Hayes Theatre,153733.0,3602,8
2002-10-20,The Boys from Syracuse,American Airlines Theatre,258184.0,5240,8
2002-10-20,"The Goat, or Who Is Sylvia?",John Golden Theatre,249336.0,5083,8
2002-10-20,The Graduate,Plymouth Theatre,327138.0,6273,8
2002-10-20,The Lion King,Minskoff Theatre,1110736.0,14495,8
2002-10-20,The Phantom of the Opera,Majestic Theatre,559109.0,9723,8
2002-10-20,The Producers,St. James Theatre,1125299.0,13223,8
2002-10-20,Thoroughly Modern Millie,Marquis Theatre,847274.0,11613,8
2002-10-20,Urinetown The Musical,Henry Miller's Theatre,318812.0,4370,8
2002-10-27,42nd Street,Ford Center for the Performing Arts,705883.0,11120,8
2002-10-27,Aida,Palace Theatre,678913.0,11845,8
2002-10-27,Amour,Music Box Theatre,154408.0,2900,8
2002-10-27,Beauty and the Beast,Lunt-Fontanne Theatre,565798.0,10019,8
2002-10-27,Cabaret,Studio 54,371860.0,6205,8
2002-10-27,Chicago,Ambassador Theatre,439373.0,7973,8
2002-10-27,Dance of the Vampires,Minskoff Theatre,732070.0,12658,8
2002-10-27,Flower Drum Song,Virginia Theatre,613171.0,8753,8
2002-10-27,Frankie and Johnny in the Clair de Lune,Belasco Theatre,471575.0,7022,8
2002-10-27,Hairspray,Neil Simon Theatre,963257.0,11560,8
2002-10-27,Hollywood Arms,Cort Theatre,175604.0,4473,8
2002-10-27,Into the Woods,Broadhurst Theatre,373639.0,6739,8
2002-10-27,Les Miserables,Imperial Theatre,365371.0,7864,8
2002-10-27,Mamma Mia!,Broadhurst Theatre,1022005.0,12049,8
2002-10-27,Metamorphoses,Circle in the Square Theatre,175674.0,3785,8
2002-10-27,Movin' Out,Richard Rodgers Theatre,571748.0,10090,8
2002-10-27,Proof,Walter Kerr Theatre,216195.0,4488,8
2002-10-27,Prune Danish,Royale Theatre,228835.0,4101,7
2002-10-27,Rent,Nederlander Theatre,409520.0,7314,8
2002-10-27,"Say Goodnight, Gracie",Helen Hayes Theatre,154680.0,3543,8
2002-10-27,"The Goat, or Who Is Sylvia?",John Golden Theatre,242970.0,5054,8
2002-10-27,The Graduate,Plymouth Theatre,280180.0,5128,8
2002-10-27,The Lion King,Minskoff Theatre,1110331.0,14458,8
2002-10-27,The Phantom of the Opera,Majestic Theatre,535450.0,9044,8
2002-10-27,The Producers,St. James Theatre,1121994.0,13141,8
2002-10-27,Thoroughly Modern Millie,Marquis Theatre,845488.0,11735,8
2002-10-27,Urinetown The Musical,Henry Miller's Theatre,300703.0,4376,8
2002-11-03,42nd Street,Ford Center for the Performing Arts,604301.0,9893,8
2002-11-03,Aida,Palace Theatre,623759.0,10692,8
2002-11-03,Amour,Music Box Theatre,138682.0,2815,8
2002-11-03,Beauty and the Beast,Lunt-Fontanne Theatre,542476.0,9451,8
2002-11-03,Cabaret,Studio 54,329445.0,5661,8
2002-11-03,Chicago,Ambassador Theatre,391894.0,7491,8
2002-11-03,Dance of the Vampires,Minskoff Theatre,723308.0,12148,8
2002-11-03,Flower Drum Song,Virginia Theatre,595578.0,8714,8
2002-11-03,Frankie and Johnny in the Clair de Lune,Belasco Theatre,434464.0,6687,8
2002-11-03,Hairspray,Neil Simon Theatre,954969.0,11560,8
2002-11-03,Hollywood Arms,Cort Theatre,170190.0,3771,8
2002-11-03,Into the Woods,Broadhurst Theatre,323603.0,5832,8
2002-11-03,Les Miserables,Imperial Theatre,345019.0,7130,8
2002-11-03,Mamma Mia!,Broadhurst Theatre,922136.0,10851,8
2002-11-03,Metamorphoses,Circle in the Square Theatre,164046.0,3332,8
2002-11-03,Movin' Out,Richard Rodgers Theatre,644036.0,9462,8
2002-11-03,Proof,Walter Kerr Theatre,175262.0,3622,8
2002-11-03,Prune Danish,Royale Theatre,214206.0,3821,6
2002-11-03,Rent,Nederlander Theatre,331463.0,6209,8
2002-11-03,Russell Simmons Def Poetry Jam,Longacre Theatre,52164.0,2047,7
2002-11-03,"Say Goodnight, Gracie",Helen Hayes Theatre,115095.0,2390,8
2002-11-03,"The Goat, or Who Is Sylvia?",John Golden Theatre,203583.0,4326,8
2002-11-03,The Graduate,Plymouth Theatre,245726.0,4718,8
2002-11-03,The Lion King,Minskoff Theatre,1074602.0,13996,8
2002-11-03,The Phantom of the Opera,Majestic Theatre,462923.0,8223,8
2002-11-03,The Producers,St. James Theatre,1034770.0,12036,8
2002-11-03,Thoroughly Modern Millie,Marquis Theatre,691536.0,9633,8
2002-11-03,Urinetown The Musical,Henry Miller's Theatre,243247.0,3589,8
2002-11-10,42nd Street,Ford Center for the Performing Arts,697612.0,10653,8
2002-11-10,Aida,Palace Theatre,633318.0,10491,8
2002-11-10,Beauty and the Beast,Lunt-Fontanne Theatre,627662.0,10217,8
2002-11-10,Cabaret,Studio 54,384993.0,6547,8
2002-11-10,Chicago,Ambassador Theatre,505774.0,9179,8
2002-11-10,Dance of the Vampires,Minskoff Theatre,734509.0,12169,8
2002-11-10,Flower Drum Song,Virginia Theatre,639336.0,9156,8
2002-11-10,Frankie and Johnny in the Clair de Lune,Belasco Theatre,453739.0,6889,8
2002-11-10,Hairspray,Neil Simon Theatre,981545.0,11544,8
2002-11-10,Hollywood Arms,Cort Theatre,236193.0,5165,8
2002-11-10,Into the Woods,Broadhurst Theatre,344916.0,6100,8
2002-11-10,Les Miserables,Imperial Theatre,418681.0,8762,8
2002-11-10,Mamma Mia!,Broadhurst Theatre,1007670.0,11901,8
2002-11-10,Metamorphoses,Circle in the Square Theatre,182222.0,3610,8
2002-11-10,Movin' Out,Richard Rodgers Theatre,772654.0,9828,8
2002-11-10,Proof,Walter Kerr Theatre,229083.0,4803,8
2002-11-10,Prune Danish,Royale Theatre,288437.0,5192,7
2002-11-10,Rent,Nederlander Theatre,441220.0,8234,8
2002-11-10,Russell Simmons Def Poetry Jam,Longacre Theatre,81582.0,3277,8
2002-11-10,"Say Goodnight, Gracie",Helen Hayes Theatre,171872.0,3328,8
2002-11-10,"The Goat, or Who Is Sylvia?",John Golden Theatre,260590.0,4864,8
2002-11-10,The Graduate,Plymouth Theatre,336838.0,6361,8
2002-11-10,The Lion King,Minskoff Theatre,1109267.0,14489,8
2002-11-10,The Phantom of the Opera,Majestic Theatre,555417.0,9861,8
2002-11-10,The Producers,St. James Theatre,1100028.0,12936,8
2002-11-10,Thoroughly Modern Millie,Marquis Theatre,827175.0,11269,8
2002-11-10,Urinetown The Musical,Henry Miller's Theatre,292352.0,4068,8
2002-11-17,42nd Street,Ford Center for the Performing Arts,613380.0,9580,8
2002-11-17,Aida,Palace Theatre,609825.0,10061,8
2002-11-17,Beauty and the Beast,Lunt-Fontanne Theatre,531135.0,8930,8
2002-11-17,Cabaret,Studio 54,341551.0,5798,8
2002-11-17,Chicago,Ambassador Theatre,450120.0,7940,8
2002-11-17,Dance of the Vampires,Minskoff Theatre,764901.0,12152,8
2002-11-17,Flower Drum Song,Virginia Theatre,633708.0,9172,8
2002-11-17,Frankie and Johnny in the Clair de Lune,Belasco Theatre,450011.0,7091,8
2002-11-17,Hairspray,Neil Simon Theatre,961964.0,11543,8
2002-11-17,Hollywood Arms,Cort Theatre,269853.0,5465,8
2002-11-17,Into the Woods,Broadhurst Theatre,285211.0,5071,8
2002-11-17,Les Miserables,Imperial Theatre,382700.0,8746,8
2002-11-17,Mamma Mia!,Broadhurst Theatre,961555.0,11339,8
2002-11-17,Metamorphoses,Circle in the Square Theatre,186990.0,3570,8
2002-11-17,Movin' Out,Richard Rodgers Theatre,750459.0,9579,8
2002-11-17,Proof,Walter Kerr Theatre,223036.0,4167,8
2002-11-17,Prune Danish,Royale Theatre,319280.0,5370,7
2002-11-17,Rent,Nederlander Theatre,389629.0,7353,8
2002-11-17,Russell Simmons Def Poetry Jam,Longacre Theatre,135327.0,4144,8
2002-11-17,"Say Goodnight, Gracie",Helen Hayes Theatre,150305.0,2955,8
2002-11-17,"The Goat, or Who Is Sylvia?",John Golden Theatre,246181.0,4498,8
2002-11-17,The Graduate,Plymouth Theatre,317175.0,5832,8
2002-11-17,The Lion King,Minskoff Theatre,1069222.0,13968,8
2002-11-17,The Phantom of the Opera,Majestic Theatre,454591.0,8360,8
2002-11-17,The Producers,St. James Theatre,1067352.0,12473,8
2002-11-17,Thoroughly Modern Millie,Marquis Theatre,768066.0,10747,8
2002-11-17,Urinetown The Musical,Henry Miller's Theatre,268569.0,4013,8
2002-11-24,42nd Street,Ford Center for the Performing Arts,556370.0,8847,8
2002-11-24,Aida,Palace Theatre,565456.0,9814,8
2002-11-24,Beauty and the Beast,Lunt-Fontanne Theatre,565004.0,9710,8
2002-11-24,Cabaret,Studio 54,332215.0,5800,8
2002-11-24,Chicago,Ambassador Theatre,416193.0,7749,8
2002-11-24,Dance of the Vampires,Minskoff Theatre,682998.0,11680,8
2002-11-24,Dinner at Eight,Vivian Beaumont Theater,28721.0,647,1
2002-11-24,Flower Drum Song,Virginia Theatre,497389.0,6665,8
2002-11-24,Frankie and Johnny in the Clair de Lune,Belasco Theatre,463009.0,7036,8
2002-11-24,Hairspray,Neil Simon Theatre,980420.0,11543,8
2002-11-24,Hollywood Arms,Cort Theatre,157975.0,3391,8
2002-11-24,Into the Woods,Broadhurst Theatre,331516.0,5792,8
2002-11-24,Les Miserables,Imperial Theatre,483598.0,9076,8
2002-11-24,Mamma Mia!,Broadhurst Theatre,977337.0,11477,8
2002-11-24,Man of La Mancha,Martin Beck Theatre,340523.0,5092,4
2002-11-24,Metamorphoses,Circle in the Square Theatre,160983.0,3289,8
2002-11-24,Movin' Out,Richard Rodgers Theatre,754938.0,9433,8
2002-11-24,Our Town,Booth Theatre,172916.0,2964,4
2002-11-24,Proof,Walter Kerr Theatre,147383.0,3094,8
2002-11-24,Prune Danish,Royale Theatre,288327.0,4602,7
2002-11-24,Rent,Nederlander Theatre,379771.0,7203,8
2002-11-24,Russell Simmons Def Poetry Jam,Longacre Theatre,134406.0,3862,8
2002-11-24,"Say Goodnight, Gracie",Helen Hayes Theatre,119836.0,2180,8
2002-11-24,"The Goat, or Who Is Sylvia?",John Golden Theatre,226145.0,4227,8
2002-11-24,The Graduate,Plymouth Theatre,204470.0,4282,8
2002-11-24,The Lion King,Minskoff Theatre,1094189.0,14283,8
2002-11-24,The Phantom of the Opera,Majestic Theatre,495665.0,8869,8
2002-11-24,The Producers,St. James Theatre,1071127.0,12525,8
2002-11-24,Thoroughly Modern Millie,Marquis Theatre,734458.0,10434,8
2002-11-24,Urinetown The Musical,Henry Miller's Theatre,261919.0,3931,8
2002-12-01,42nd Street,Ford Center for the Performing Arts,869531.0,12190,8
2002-12-01,Aida,Palace Theatre,807121.0,12096,8
2002-12-01,Beauty and the Beast,Lunt-Fontanne Theatre,848868.0,11702,8
2002-12-01,Cabaret,Studio 54,384792.0,5784,8
2002-12-01,Chicago,Ambassador Theatre,567754.0,9448,8
2002-12-01,Dance of the Vampires,Minskoff Theatre,760106.0,10752,8
2002-12-01,Dinner at Eight,Vivian Beaumont Theater,192815.0,4834,8
2002-12-01,Flower Drum Song,Virginia Theatre,591677.0,7624,8
2002-12-01,Frankie and Johnny in the Clair de Lune,Belasco Theatre,470134.0,6852,8
2002-12-01,Hairspray,Neil Simon Theatre,1013551.0,11560,8
2002-12-01,Hollywood Arms,Cort Theatre,108325.0,2109,8
2002-12-01,Imaginary Friends,Ethel Barrymore Theatre,220886.0,3624,8
2002-12-01,Into the Woods,Broadhurst Theatre,482682.0,7004,8
2002-12-01,La Boheme,Broadway Theatre,439584.0,6115,5
2002-12-01,Les Miserables,Imperial Theatre,656885.0,10828,8
2002-12-01,Mamma Mia!,Broadhurst Theatre,1051514.0,12237,8
2002-12-01,Man of La Mancha,Martin Beck Theatre,740193.0,9716,8
2002-12-01,Metamorphoses,Circle in the Square Theatre,200107.0,3600,8
2002-12-01,Movin' Out,Richard Rodgers Theatre,825384.0,10248,8
2002-12-01,Our Town,Booth Theatre,379965.0,5795,8
2002-12-01,Proof,Walter Kerr Theatre,216326.0,3747,8
2002-12-01,Prune Danish,Royale Theatre,257632.0,4067,5
2002-12-01,Rent,Nederlander Theatre,538586.0,9415,8
2002-12-01,Russell Simmons Def Poetry Jam,Longacre Theatre,157265.0,4433,8
2002-12-01,"Say Goodnight, Gracie",Helen Hayes Theatre,124984.0,2377,8
2002-12-01,"The Goat, or Who Is Sylvia?",John Golden Theatre,251200.0,4661,8
2002-12-01,The Graduate,Plymouth Theatre,265134.0,4819,8
2002-12-01,The Lion King,Minskoff Theatre,1115845.0,14521,8
2002-12-01,The Phantom of the Opera,Majestic Theatre,762577.0,11710,8
2002-12-01,The Producers,St. James Theatre,1148166.0,13621,8
2002-12-01,Thoroughly Modern Millie,Marquis Theatre,974635.0,12480,8
2002-12-01,Urinetown The Musical,Henry Miller's Theatre,372187.0,4902,8
2002-12-08,42nd Street,Ford Center for the Performing Arts,820087.0,11756,8
2002-12-08,Aida,Palace Theatre,687437.0,10909,8
2002-12-08,Beauty and the Beast,Lunt-Fontanne Theatre,676568.0,10451,8
2002-12-08,Cabaret,Studio 54,383875.0,6033,8
2002-12-08,Chicago,Ambassador Theatre,544275.0,9041,8
2002-12-08,Dance of the Vampires,Minskoff Theatre,734034.0,12101,8
2002-12-08,Dinner at Eight,Vivian Beaumont Theater,257665.0,7684,8
2002-12-08,Flower Drum Song,Virginia Theatre,566145.0,7539,8
2002-12-08,Frankie and Johnny in the Clair de Lune,Belasco Theatre,474162.0,7211,8
2002-12-08,Hairspray,Neil Simon Theatre,1005041.0,11560,8
2002-12-08,Hollywood Arms,Cort Theatre,145061.0,3126,8
2002-12-08,Imaginary Friends,Ethel Barrymore Theatre,312704.0,5141,8
2002-12-08,Into the Woods,Broadhurst Theatre,408543.0,6502,8
2002-12-08,La Boheme,Broadway Theatre,512667.0,8113,8
2002-12-08,Les Miserables,Imperial Theatre,537443.0,9656,8
2002-12-08,Mamma Mia!,Broadhurst Theatre,1025712.0,12187,8
2002-12-08,Man of La Mancha,Martin Beck Theatre,610015.0,8394,8
2002-12-08,Medea,Brooks Atkinson Theatre,65929.0,3767,5
2002-12-08,Metamorphoses,Circle in the Square Theatre,161472.0,3207,8
2002-12-08,Movin' Out,Richard Rodgers Theatre,791026.0,9838,8
2002-12-08,Our Town,Booth Theatre,355206.0,5442,8
2002-12-08,Proof,Walter Kerr Theatre,199684.0,4034,8
2002-12-08,Rent,Nederlander Theatre,468786.0,8320,8
2002-12-08,Russell Simmons Def Poetry Jam,Longacre Theatre,125526.0,3310,8
2002-12-08,"Say Goodnight, Gracie",Helen Hayes Theatre,166761.0,3158,8
2002-12-08,Tartuffe,American Airlines Theatre,119866.0,2972,5
2002-12-08,"The Goat, or Who Is Sylvia?",John Golden Theatre,278967.0,5022,8
2002-12-08,The Graduate,Plymouth Theatre,287056.0,5290,8
2002-12-08,The Lion King,Minskoff Theatre,1117639.0,14488,8
2002-12-08,The Phantom of the Opera,Majestic Theatre,573104.0,9520,8
2002-12-08,The Producers,St. James Theatre,1163855.0,13562,8
2002-12-08,Thoroughly Modern Millie,Marquis Theatre,939588.0,12232,8
2002-12-08,Urinetown The Musical,Henry Miller's Theatre,309756.0,4222,8
2002-12-15,42nd Street,Ford Center for the Performing Arts,710892.0,10507,8
2002-12-15,Aida,Palace Theatre,634661.0,9972,8
2002-12-15,Beauty and the Beast,Lunt-Fontanne Theatre,643275.0,9957,8
2002-12-15,Cabaret,Studio 54,382773.0,6273,8
2002-12-15,Chicago,Ambassador Theatre,493851.0,8397,8
2002-12-15,Dance of the Vampires,Minskoff Theatre,641839.0,11751,8
2002-12-15,Dinner at Eight,Vivian Beaumont Theater,259653.0,7162,8
2002-12-15,Flower Drum Song,Virginia Theatre,488635.0,6701,8
2002-12-15,Frankie and Johnny in the Clair de Lune,Belasco Theatre,475445.0,7257,8
2002-12-15,Hairspray,Neil Simon Theatre,1012049.0,11560,8
2002-12-15,Hollywood Arms,Cort Theatre,116963.0,2684,8
2002-12-15,Imaginary Friends,Ethel Barrymore Theatre,278420.0,4471,8
2002-12-15,Into the Woods,Broadhurst Theatre,394298.0,6740,8
2002-12-15,La Boheme,Broadway Theatre,766168.0,11053,8
2002-12-15,Les Miserables,Imperial Theatre,546442.0,9680,8
2002-12-15,Mamma Mia!,Broadhurst Theatre,1022052.0,12174,8
2002-12-15,Man of La Mancha,Martin Beck Theatre,713207.0,9663,8
2002-12-15,Medea,Brooks Atkinson Theatre,124017.0,4265,7
2002-12-15,Metamorphoses,Circle in the Square Theatre,131570.0,2586,8
2002-12-15,Movin' Out,Richard Rodgers Theatre,786669.0,9563,8
2002-12-15,Our Town,Booth Theatre,389836.0,5939,8
2002-12-15,Proof,Walter Kerr Theatre,175763.0,3549,8
2002-12-15,Rent,Nederlander Theatre,467548.0,8498,8
2002-12-15,Russell Simmons Def Poetry Jam,Longacre Theatre,133337.0,3793,8
2002-12-15,"Say Goodnight, Gracie",Helen Hayes Theatre,138660.0,2486,8
2002-12-15,Tartuffe,American Airlines Theatre,183534.0,4806,8
2002-12-15,"The Goat, or Who Is Sylvia?",John Golden Theatre,216967.0,4058,8
2002-12-15,The Graduate,Plymouth Theatre,269748.0,5324,8
2002-12-15,The Lion King,Minskoff Theatre,1116868.0,14485,8
2002-12-15,The Phantom of the Opera,Majestic Theatre,540412.0,8810,8
2002-12-15,The Producers,St. James Theatre,1139783.0,13391,8
2002-12-15,Thoroughly Modern Millie,Marquis Theatre,868956.0,11368,8
2002-12-15,Urinetown The Musical,Henry Miller's Theatre,292018.0,4097,8
2002-12-22,42nd Street,Ford Center for the Performing Arts,621156.0,9654,8
2002-12-22,Aida,Palace Theatre,560398.0,9078,8
2002-12-22,Beauty and the Beast,Lunt-Fontanne Theatre,680913.0,9849,8
2002-12-22,Cabaret,Studio 54,330952.0,5119,8
2002-12-22,Chicago,Ambassador Theatre,501292.0,9163,8
2002-12-22,Dance of the Vampires,Minskoff Theatre,497298.0,6670,8
2002-12-22,Dinner at Eight,Vivian Beaumont Theater,229143.0,6059,8
2002-12-22,Flower Drum Song,Virginia Theatre,416918.0,5736,8
2002-12-22,Frankie and Johnny in the Clair de Lune,Belasco Theatre,462487.0,7017,8
2002-12-22,Hairspray,Neil Simon Theatre,1011930.0,11560,8
2002-12-22,Hollywood Arms,Cort Theatre,91094.0,2576,8
2002-12-22,Imaginary Friends,Ethel Barrymore Theatre,272343.0,4453,8
2002-12-22,Into the Woods,Broadhurst Theatre,417784.0,6300,8
2002-12-22,La Boheme,Broadway Theatre,772061.0,11485,8
2002-12-22,Les Miserables,Imperial Theatre,594623.0,10429,8
2002-12-22,Mamma Mia!,Broadhurst Theatre,1022746.0,11937,8
2002-12-22,Man of La Mancha,Martin Beck Theatre,705627.0,9789,8
2002-12-22,Medea,Brooks Atkinson Theatre,141154.0,4484,7
2002-12-22,Metamorphoses,Circle in the Square Theatre,138901.0,2987,8
2002-12-22,Movin' Out,Richard Rodgers Theatre,758940.0,9203,8
2002-12-22,Our Town,Booth Theatre,401917.0,6091,8
2002-12-22,Proof,Walter Kerr Theatre,169666.0,3381,8
2002-12-22,Rent,Nederlander Theatre,501200.0,8749,8
2002-12-22,Russell Simmons Def Poetry Jam,Longacre Theatre,152155.0,4323,8
2002-12-22,"Say Goodnight, Gracie",Helen Hayes Theatre,113384.0,2409,8
2002-12-22,Tartuffe,American Airlines Theatre,198903.0,4688,8
2002-12-22,The Graduate,Plymouth Theatre,204370.0,4353,8
2002-12-22,The Lion King,Minskoff Theatre,1117095.0,14479,8
2002-12-22,The Phantom of the Opera,Majestic Theatre,558616.0,9562,8
2002-12-22,The Producers,St. James Theatre,1058621.0,12474,8
2002-12-22,Thoroughly Modern Millie,Marquis Theatre,704356.0,9655,8
2002-12-22,Urinetown The Musical,Henry Miller's Theatre,263503.0,3381,8
2002-12-29,42nd Street,Ford Center for the Performing Arts,991324.0,13342,8
2002-12-29,Aida,Palace Theatre,978862.0,12822,8
2002-12-29,Beauty and the Beast,Lunt-Fontanne Theatre,922492.0,12029,8
2002-12-29,Cabaret,Studio 54,501851.0,7045,8
2002-12-29,Chicago,Ambassador Theatre,815326.0,11176,8
2002-12-29,Dance of the Vampires,Minskoff Theatre,769268.0,11566,9
2002-12-29,Dinner at Eight,Vivian Beaumont Theater,286442.0,5790,8
2002-12-29,Flower Drum Song,Virginia Theatre,603971.0,7572,8
2002-12-29,Frankie and Johnny in the Clair de Lune,Belasco Theatre,528274.0,7672,8
2002-12-29,Hairspray,Neil Simon Theatre,1033781.0,11560,8
2002-12-29,Hollywood Arms,Cort Theatre,111167.0,2414,8
2002-12-29,Imaginary Friends,Ethel Barrymore Theatre,256176.0,3828,8
2002-12-29,Into the Woods,Broadhurst Theatre,510403.0,7233,8
2002-12-29,La Boheme,Broadway Theatre,977868.0,13121,8
2002-12-29,Les Miserables,Imperial Theatre,834684.0,10833,8
2002-12-29,Mamma Mia!,Broadhurst Theatre,1053191.0,12241,8
2002-12-29,Man of La Mancha,Martin Beck Theatre,976855.0,11954,9
2002-12-29,Medea,Brooks Atkinson Theatre,195765.0,3856,7
2002-12-29,Metamorphoses,Circle in the Square Theatre,254199.0,4383,8
2002-12-29,Movin' Out,Richard Rodgers Theatre,994376.0,11946,9
2002-12-29,Our Town,Booth Theatre,374086.0,5421,7
2002-12-29,Proof,Walter Kerr Theatre,274941.0,4824,7
2002-12-29,Rent,Nederlander Theatre,639766.0,9700,8
2002-12-29,Russell Simmons Def Poetry Jam,Longacre Theatre,239626.0,6216,8
2002-12-29,"Say Goodnight, Gracie",Helen Hayes Theatre,154854.0,2637,8
2002-12-29,Tartuffe,American Airlines Theatre,203498.0,4816,8
2002-12-29,The Graduate,Plymouth Theatre,327983.0,5990,8
2002-12-29,The Lion King,Minskoff Theatre,1277469.0,14532,8
2002-12-29,The Phantom of the Opera,Majestic Theatre,888801.0,12571,8
2002-12-29,The Producers,St. James Theatre,1160691.0,13631,8
2002-12-29,Thoroughly Modern Millie,Marquis Theatre,973990.0,11997,8
2002-12-29,Urinetown The Musical,Henry Miller's Theatre,386948.0,4810,8
2003-01-05,42nd Street,Ford Center for the Performing Arts,799563.0,12385,8
2003-01-05,Aida,Palace Theatre,712626.0,10512,8
2003-01-05,Beauty and the Beast,Lunt-Fontanne Theatre,785259.0,11130,8
2003-01-05,Cabaret,Studio 54,439871.0,6754,8
2003-01-05,Chicago,Ambassador Theatre,644009.0,9440,8
2003-01-05,Dance of the Vampires,Minskoff Theatre,476979.0,8088,7
2003-01-05,Dinner at Eight,Vivian Beaumont Theater,311409.0,6674,8
2003-01-05,Flower Drum Song,Virginia Theatre,420041.0,6174,8
2003-01-05,Frankie and Johnny in the Clair de Lune,Belasco Theatre,133280.0,3649,6
2003-01-05,Hairspray,Neil Simon Theatre,1025021.0,11560,8
2003-01-05,Hollywood Arms,Cort Theatre,98924.0,2360,8
2003-01-05,Imaginary Friends,Ethel Barrymore Theatre,159560.0,2597,8
2003-01-05,La Boheme,Broadway Theatre,1013328.0,13086,8
2003-01-05,Les Miserables,Imperial Theatre,854775.0,11107,8
2003-01-05,Mamma Mia!,Broadhurst Theatre,1099957.0,12189,8
2003-01-05,Man of La Mancha,Martin Beck Theatre,663414.0,9044,7
2003-01-05,Medea,Brooks Atkinson Theatre,207942.0,3905,8
2003-01-05,Metamorphoses,Circle in the Square Theatre,172460.0,3348,8
2003-01-05,Movin' Out,Richard Rodgers Theatre,751690.0,9022,7
2003-01-05,Our Town,Booth Theatre,382272.0,5455,7
2003-01-05,Proof,Walter Kerr Theatre,291473.0,5448,9
2003-01-05,Rent,Nederlander Theatre,482924.0,8460,8
2003-01-05,Russell Simmons Def Poetry Jam,Longacre Theatre,203163.0,5714,8
2003-01-05,"Say Goodnight, Gracie",Helen Hayes Theatre,122370.0,2314,8
2003-01-05,Tartuffe,American Airlines Theatre,187505.0,4827,8
2003-01-05,The Graduate,Plymouth Theatre,248064.0,4823,8
2003-01-05,The Lion King,Minskoff Theatre,1272925.0,14524,8
2003-01-05,The Phantom of the Opera,Majestic Theatre,789567.0,11749,8
2003-01-05,The Producers,St. James Theatre,1130850.0,13406,8
2003-01-05,Thoroughly Modern Millie,Marquis Theatre,790637.0,10716,8
2003-01-05,Urinetown The Musical,Henry Miller's Theatre,347166.0,4891,8
2003-01-12,42nd Street,Ford Center for the Performing Arts,622047.0,11316,8
2003-01-12,Aida,Palace Theatre,530542.0,9293,8
2003-01-12,Beauty and the Beast,Lunt-Fontanne Theatre,544947.0,9384,8
2003-01-12,Cabaret,Studio 54,341237.0,6656,8
2003-01-12,Chicago,Ambassador Theatre,514678.0,9239,8
2003-01-12,Dance of the Vampires,Minskoff Theatre,459784.0,7925,8
2003-01-12,Dinner at Eight,Vivian Beaumont Theater,336054.0,7633,8
2003-01-12,Flower Drum Song,Virginia Theatre,381192.0,6468,8
2003-01-12,Frankie and Johnny in the Clair de Lune,Belasco Theatre,148456.0,3833,8
2003-01-12,Hairspray,Neil Simon Theatre,982573.0,11451,8
